ID                      S1G1nom         S1G2nom         S1G3nom         S2G1nom         S2G2nom         S2G3nom         S1BG1nom        S1BG2nom        S1BG3nom        S2BG1nom        S2BG2nom        S2BG3nom        dS1             dS2             dBS1            dBS2           
3948                    192.976         351.205         114.331        1026.006        1677.423         530.786        1266.872         474.197         163.082        1482.108         518.472         166.551          -0.067          -0.077          -0.279          -0.303
3951                    835.859         403.459          68.893           2.136           8.203           8.763        1515.106         566.784         194.810        1795.075         626.630         200.866          -0.369          -0.005          -0.394          -0.421
3952                     19.142          85.379          20.924         139.198         281.305         104.172        1286.982         512.337         187.482        1514.255         564.125         193.088          -0.019          -0.058          -0.267          -0.290
3956                    457.362         994.085        1052.826         308.406         823.435        1006.460        1612.454         596.720         202.878        1907.830         663.645         211.976           0.001           0.031          -0.398          -0.423
3962                      7.875          30.004          37.289         143.328         218.320         141.050        1301.128         540.335         206.326        1498.086         591.250         214.487           0.026          -0.059          -0.255          -0.277
3964                    140.489         198.598          94.354           6.230          38.576          54.065        1522.643         607.617         222.891        1767.889         670.860         233.925          -0.135           0.019          -0.371          -0.395
3969                      7.996          52.668          72.741         403.949         738.669         455.077        1253.721         473.824         164.546        1498.415         523.878         168.191           0.021          -0.050          -0.275          -0.301
3970                    151.319         124.011          29.067           0.000           0.084           5.103        1473.541         555.739         192.587        1774.777         620.783         199.394          -0.241          -0.585          -0.381          -0.410
3972                    649.566         773.220         295.565          18.173         107.225         125.704        1509.021         560.490         191.265        1808.678         627.931         200.175          -0.163           0.003          -0.385          -0.411
3974                     45.008         156.487          40.799           4.371          24.251          23.023        1527.744         647.515         252.380        1780.330         714.762         263.797          -0.051          -0.011          -0.352          -0.376
3976                     29.876          92.466          15.447         748.677         653.955         107.962        1262.902         474.217         163.612        1486.393         520.454         167.344          -0.031          -0.151          -0.274          -0.299
3977                      0.000           5.621          35.794          83.951         202.778          91.576        1517.884         963.311         563.044        1715.918        1019.507         557.816          -0.201          -0.043          -0.135          -0.163
3982                      0.000           0.326          19.230         216.461         488.508         390.684        1253.130         472.110         163.431        1489.001         520.938         167.361          -0.469          -0.021          -0.271          -0.296
3986                     35.257          29.433          12.235           0.376           2.452           3.717        1467.239         557.202         194.444        1800.504         626.365         200.085          -0.219           0.028          -0.380          -0.412
3987                     16.090           7.893           3.301         148.936         112.345          31.292        1352.996         503.904         172.426        1605.071         557.691         177.928          -0.221          -0.169          -0.273          -0.296
3989                     16.075          34.398          16.920          23.276          48.789          25.655        1255.673         477.915         167.148        1497.855         526.492         169.944          -0.048          -0.048          -0.270          -0.296
3991                      3.612          16.685           0.022          87.005         137.546          32.433        1257.259         475.924         165.543        1494.754         523.921         168.634          -0.138          -0.077          -0.268          -0.293
3992                    244.946         363.221         113.359         313.889         574.933         205.388        1275.541         475.308         162.728        1485.222         521.676         168.268          -0.084          -0.064          -0.275          -0.297
3993                    247.162         483.756         175.831          10.186          83.378          86.584        1506.698         561.180         192.036        1783.825         623.534         200.143          -0.098          -0.004          -0.384          -0.410
3994                    767.102         429.109          97.221          57.731          91.526          38.983        1516.847         567.813         195.294        1802.082         630.830         202.782          -0.331          -0.124          -0.392          -0.419
3996                    283.409         772.427         792.905          46.884          92.280         113.659        1506.299         568.602         197.222        1810.342         634.232         204.041          -0.009           0.063          -0.389          -0.418
3999                      0.000           1.230          19.067         197.782         305.504         110.053        1256.295         478.352         167.372        1512.117         529.181         170.060          -0.520          -0.079          -0.270          -0.297
4013                    196.238         394.061         412.380           2.995          25.356          57.842        1465.754         561.403         197.600        1803.739         630.511         202.388           0.002           0.090          -0.376          -0.409
4020                    136.025         154.496          52.913          57.979         123.719          59.731        1475.289         546.463         185.964        1796.217         615.126         193.403          -0.175          -0.083          -0.387          -0.416
4022                     16.524          70.135          55.788          58.339         149.347         109.963        1243.940         464.234         159.178        1504.661         515.613         162.220          -0.010          -0.024          -0.277          -0.304
4028                     67.815          43.982          12.649           0.615           9.001           0.089        1500.586         558.460         190.952        1789.431         619.168         196.714          -0.294          -0.216          -0.394          -0.422
4029                    133.389         140.668          28.763           5.899          22.890          16.869        1462.684         557.779         195.460        1768.658         618.672         198.725          -0.196          -0.030          -0.380          -0.413
4030                      5.290          30.039          28.739          14.896          44.517          38.639        1237.771         475.017         167.527        1459.123         515.790         167.444          -0.001          -0.009          -0.267          -0.295
4031                      3.216          21.478          19.148          28.755          61.750          49.651        1258.158         473.234         163.551        1460.104         511.563         164.587          -0.003          -0.023          -0.275          -0.301
4033                    135.478         235.899          27.954         353.615         744.951          83.440        1256.243         476.854         166.328        1458.557         514.593         166.730          -0.067          -0.051          -0.273          -0.298
4035                      0.000           1.331           9.295         294.032         310.890          71.458        1251.341         471.819         163.464        1459.058         511.766         164.838          -2.277          -0.125          -0.274          -0.299
4036                     94.277         169.081          65.810         124.332         243.903         109.058        1247.962         474.619         165.869        1451.036         512.919         166.508          -0.065          -0.056          -0.270          -0.295
4037                      0.101          13.884          15.315         141.790         278.485          50.565        1261.774         483.157         170.017        1461.607         521.487         170.886           0.000          -0.061          -0.273          -0.298
4038                     12.996          32.895          13.442          48.295          83.842          26.352        1260.641         481.311         168.868        1463.809         520.811         170.183          -0.042          -0.071          -0.273          -0.298
4043                   1052.929        1253.047         282.852          32.821         215.173         160.827        1487.542         571.647         201.881        1771.342         628.085         204.532          -0.179          -0.016          -0.385          -0.416
4048                      0.023           7.513           1.538        1797.944        1986.065         822.584        1458.983         890.252         500.267        1679.993         957.508         502.512          -0.471          -0.114          -0.148          -0.175
4057                    303.313         273.656         104.216           3.950           8.832          11.908        1431.383         601.706         232.592        1694.150         661.045         237.066          -0.210           0.089          -0.346          -0.377
4058                     10.813          61.021         104.089         191.944         459.500         551.652        1289.462         515.771         189.646        1476.683         554.579         191.369           0.058           0.040          -0.264          -0.289
4059                      0.000           1.299          16.041         319.574         422.686         111.379        1277.580         495.567         176.667        1493.290         540.516         179.711          -0.276          -0.102          -0.274          -0.299
4060                      0.000           3.132          45.314         342.424        1962.312        2177.430        1258.055         485.263         172.019        1491.046         530.711         173.487          -0.202           0.006          -0.274          -0.301
4063                    304.601         272.243          39.080         -28.992          -5.558          -0.971        1485.218         592.640         217.381        1777.248         651.790         219.592          -0.233          -0.568          -0.373          -0.406
4093                    304.601         272.243          39.080         -28.992          -5.558          -0.971        1485.218         592.640         217.381        1777.248         651.790         219.592          -0.970          -2.211          -0.379          -0.414
4100                      0.000           1.420          44.783          90.745         476.285         463.589        1288.011         486.930         169.148        1518.744         534.084         172.477          -0.677          -0.000          -0.273          -0.298
4102                     57.013         152.951         162.986          26.088         100.142         145.890        1524.790         569.641         195.527        1801.576         632.316         203.800          -0.002           0.053          -0.393          -0.418
4103                     57.013         152.951         162.986          26.088         100.142         145.890        1524.790         569.641         195.527        1801.576         632.316         203.800          -1.015          -0.964          -0.383          -0.411
4107                    255.558         622.811         289.290           4.774          67.469         112.886        1472.660         619.957         239.998        1724.658         679.417         246.014          -0.074           0.014          -0.353          -0.381
4110                      0.000           4.499          21.532         196.063         326.478          60.763        1402.031         618.259         250.780        1581.803         670.318         261.225          -0.148          -0.073          -0.236          -0.251
4111                      0.000           4.499          21.532         196.063         326.478          60.763        1402.031         618.259         250.780        1581.803         670.318         261.225           0.778          -0.825          -0.032          -0.054
4113                    952.120         770.176         336.475          26.735          27.879          26.223        2179.678         865.376         315.814        2399.278         980.209         354.185          -0.228          -0.009          -0.378          -0.377
4115                    147.398         228.030          89.309           4.291          19.275          13.907        1595.098         603.390         209.732        1849.340         670.466         223.278          -0.125          -0.025          -0.380          -0.399
4119                    184.955         360.290         260.458          42.454         163.756         197.722        1559.906         583.385         200.461        1830.342         648.822         211.225          -0.065           0.014          -0.381          -0.404
4120                    971.978        2158.635        1408.379           0.002           0.070           1.981        1571.250         586.137         200.892        1801.144         642.758         210.667          -0.066           5.625          -0.383          -0.404
4122                     11.259          17.977           8.222          12.578          15.716           9.100        1590.163         585.681         198.173        1829.803         646.682         209.890          -0.118          -0.132          -0.392          -0.411
4123                     11.259          17.977           8.222          12.578          15.716           9.100        1590.163         585.681         198.173        1829.803         646.682         209.890          -1.000          -1.000          -1.000          -1.000
4124                    174.132         245.746          79.193          20.416          93.169          67.483        1589.596         582.592         196.151        1850.350         647.455         208.037          -0.142          -0.025          -0.388          -0.409
4125                   1715.349        1538.945         321.483          36.231         205.807         150.367        1658.428         591.814         193.966        1864.913         649.021         206.389          -0.224          -0.018          -0.397          -0.411
4126                      9.776          48.447          28.728         286.977         469.471         181.741        1375.682         492.099         161.677        1554.662         541.812         170.903          -0.013          -0.071          -0.280          -0.294
4128                      9.776          48.447          28.728         286.977         469.471         181.741        1375.682         492.099         161.677        1554.662         541.812         170.903           3.855           1.323          -0.293          -0.308
4129                     72.742         124.478         118.640          19.284          65.913          97.035        1493.898         574.256         202.862        1765.684         635.534         210.110          -0.020           0.068          -0.372          -0.398
4130                      8.252          11.622           8.554         315.255         385.324         108.235        1280.626         492.030         173.728        1494.004         538.218         178.094          -0.047          -0.105          -0.266          -0.289
4148                      1.719          11.276          11.875         254.184         290.948          77.761        1264.118         478.448         166.395        1488.760         527.229         171.405           0.003          -0.109          -0.263          -0.286
4153                     11.286          92.902          89.820         894.850        1678.533         767.131        1264.251         473.628         163.029        1503.691         526.275         169.139           0.000          -0.056          -0.265          -0.288
4160                      0.156           3.609           0.529          32.514          28.658           6.314        1254.312         460.378         155.230        1479.546         518.101         163.396          -0.001          -0.144          -0.270          -0.289
4161                      0.117           7.368           0.070         263.541         160.617          26.610        1318.369         473.914         156.473        1508.576         527.839         166.726          -0.071          -0.209          -0.285          -0.300
4167                      0.612           9.539          16.409         240.701         281.424         100.991        1275.536         480.491         166.311        1502.704         538.193         176.015           0.015          -0.107          -0.272          -0.291
4169                    108.235         165.950          91.611           1.307          16.335          37.949        1494.968         563.903         195.445        1793.823         640.409         207.477          -0.113           0.056          -0.387          -0.410
4176                   1207.889        3693.907        4120.085           4.658          79.805         270.484        1546.461         582.297         201.461        1854.374         660.971         214.272           0.004           0.109          -0.391          -0.414
4178                    198.778         326.351         128.162         162.518         364.436         180.770        1296.461         474.143         159.294        1476.054         527.066         169.249          -0.069          -0.043          -0.272          -0.286
4179                     21.739          42.584          23.250           2.876          18.675          20.496        1531.471         569.659         194.679        1790.575         639.257         206.614          -0.090          -0.003          -0.394          -0.414
4190                     83.988         184.404         174.132          52.830         155.611         182.279        1482.698         559.644         194.098        1788.210         633.679         204.430          -0.024           0.016          -0.387          -0.412
4194                   1614.952         704.567         125.101          28.360          13.161           2.820        1511.633         565.563         194.417        1791.042         637.106         205.602          -0.387          -0.371          -0.390          -0.412
4195                     66.881         199.891         151.718           0.000           0.403          34.168        1510.542         569.042         196.969        1802.453         638.897         206.656          -0.040          -0.029          -0.388          -0.413
4197                      0.000           1.246          12.005         181.653         191.479          15.527        1243.365         481.328         171.244        1485.670         531.169         174.422          -0.428          -0.113          -0.261          -0.287
4201                      0.000           1.246          12.005         181.653         191.479          15.527        1243.365         481.328         171.244        1485.670         531.169         174.422          -0.640          -0.651          -0.263          -0.296
4202                     71.106          67.360          20.791          42.692          51.363          22.699        1459.158         560.034         197.530        1744.556         624.763         204.543          -0.206          -0.153          -0.372          -0.399
4214                    469.910         441.174         154.582           5.371          17.186          20.444        1597.168         625.817         225.380        1873.747         694.774         236.682          -0.208           0.017          -0.370          -0.395
4216                     56.502          73.029          47.275           0.000           0.036           6.745        1473.944         567.055         200.485        1784.968         633.484         206.476          -0.112          -0.136          -0.373          -0.403
4217                     -0.000          -0.000          -0.000         247.861        1440.235         877.576        1243.319         477.591         168.593        1471.620         521.452         169.690   -14431902.270          -0.009          -0.258          -0.284
4218                    418.399         387.549         130.536           0.000           0.421          26.947        1478.740         570.607         202.351        1786.897         633.836         206.482          -0.213          -0.575          -0.377          -0.409
4221                     30.308          93.110          62.206          35.225         108.015          86.856        1251.515         481.004         169.891        1489.745         528.090         171.921          -0.022          -0.014          -0.262          -0.289
4222                     55.336         180.650         107.661         164.359         380.588         200.561        1249.110         481.986         170.920        1490.269         529.065         172.498          -0.024          -0.041          -0.263          -0.290
4230                     57.457          60.793           6.911          92.156          99.956          25.253        1233.519         476.664         169.281        1495.251         528.446         171.515          -0.118          -0.119          -0.263          -0.292
4233                     36.091         148.837         113.562         970.595        1506.195         725.710        1249.303         483.329         171.850        1488.593         529.521         172.993          -0.011          -0.071          -0.263          -0.290
4234                    102.781         122.955          53.784           0.000           0.254          35.118        1604.399         595.432         203.022        1996.863         673.253         208.372          -0.163          -0.936          -0.394          -0.430
4239                    462.923         540.696         159.303           8.179          32.613          38.780        1460.189         567.649         202.814        1779.422         633.637         207.226          -0.174           0.010          -0.373          -0.406
4241                     99.354         274.102         224.496          21.691          78.972          81.618        1505.057         581.860         206.735        1792.990         641.930         211.086          -0.038          -0.008          -0.381          -0.411
4242                    119.209         206.991         113.305           5.787          22.531          31.552        1443.743         568.224         205.559        1751.799         629.980         208.088          -0.098           0.043          -0.367          -0.401
4243                    248.371         757.509         870.041           3.962          70.598         223.432        1466.922         570.768         204.109        1759.138         630.441         207.518           0.011           0.086          -0.372          -0.403
4249                     13.402          23.341           9.509         131.388         296.352         159.695        1246.613         487.039         174.888        1464.223         527.445         174.515          -0.066          -0.042          -0.262          -0.289
4252                      2.933          40.951          10.901         275.667        1063.175         698.759        1265.245         488.194         173.114        1462.075         527.544         174.839          -0.002          -0.017          -0.268          -0.292
4260                      0.000           0.315           8.664          74.232          61.835          26.375        1274.682         491.550         174.202        1460.923         531.236         177.446          -0.197          -0.143          -0.265          -0.287
4263                    210.457         229.327          78.020          16.871          71.709          55.211        1480.345         573.789         204.399        1750.763         631.367         209.134          -0.181          -0.025          -0.372          -0.400
4266                      0.000           0.254           7.753          83.960          54.298          16.274        1245.448         488.960         176.441        1489.356         537.961         178.483          -0.508          -0.194          -0.262          -0.290
4276                    159.613         199.582          60.189           2.478          27.888          40.561        1484.719         577.723         206.607        1759.350         639.378         213.442          -0.164           0.009          -0.374          -0.402
4284                    156.956         190.613          77.300         264.053         591.520         265.981        1244.444         504.452         187.993        1465.315         553.053         191.802          -0.100          -0.047          -0.254          -0.280
4286                      0.000           1.938          26.204         379.050         344.479         110.774        1241.871         501.371         186.083        1476.419         551.534         189.299          -0.086          -0.141          -0.254          -0.281
4288                    726.282        1215.380         623.517          37.189         281.150         382.447        1496.347         605.425         225.196        1782.223         671.429         232.424          -0.110           0.011          -0.367          -0.397
4289                    445.030         385.791         104.518           2.400           5.550           6.136        1476.574         585.625         213.498        1738.563         648.217         222.054          -0.227           0.013          -0.363          -0.390
4292                    649.874         741.425         267.556         224.554         439.086         208.255        1471.401         573.309         205.306        1745.773         640.238         215.697          -0.172          -0.092          -0.370          -0.395
4294                      3.037          14.843           7.053         149.541         118.759          20.415        1229.797         497.972         185.375        1466.820         549.978         189.470          -0.014          -0.160          -0.248          -0.274
4299                     75.605         114.403          80.030           8.682          29.049          42.533        1472.517         598.909         223.949        1778.787         669.566         231.581          -0.091           0.069          -0.364          -0.395
4306                    396.672         449.742         134.977           0.066          21.471          49.994        1464.219         590.577         218.983        1766.245         660.992         227.280          -0.176           0.000          -0.357          -0.387
4308                     57.195         124.624          27.998          68.310         174.218          43.716        1237.190         504.325         189.007        1491.381         560.272         193.394          -0.050          -0.040          -0.247          -0.274
4314                     47.215          46.902          23.026           0.000           0.216          12.866        1440.147         590.799         222.836        1770.612         663.903         228.725          -0.176          -0.108          -0.353          -0.388
4319                    122.709         159.617          54.995           1.192           8.947          11.507        1503.086         598.275         218.897        1798.853         667.242         227.384          -0.155           0.007          -0.366          -0.395
4325                     21.643          16.316           0.006         229.682         665.881         376.858        1244.222         505.015         188.448        1475.163         553.774         191.010          -0.439          -0.028          -0.243          -0.270
4326                      6.273          38.005          14.686          36.785         117.466          38.013        1245.979         510.549         192.342        1480.004         559.442         194.313          -0.011          -0.030          -0.249          -0.277
4327                    120.651         278.262         304.882          14.268          60.147          95.873        1488.920         603.559         224.929        1770.918         666.885         230.752           0.009           0.070          -0.362          -0.392
4330                    265.277         279.178          70.316          15.070          55.531          25.718        1468.914         596.975         223.049        1746.651         657.968         227.744          -0.194          -0.043          -0.357          -0.389
4332                   1975.051        2135.205         721.199           1.722          41.541         109.512        1433.857         584.429         219.004        1745.701         653.041         224.455          -0.182           0.034          -0.355          -0.389
4333                    153.389         238.124          62.712          20.009          36.324          25.942        1462.662         593.056         221.068        1766.545         658.522         225.540          -0.134          -0.074          -0.363          -0.397
4334                     72.677         125.328          46.927         211.094         299.870          98.494        1245.339         501.857         185.923        1466.055         548.015         188.213          -0.066          -0.085          -0.248          -0.275
4341                      2.620          24.060          35.440         421.972         529.245         229.661        1257.518         508.005         188.664        1496.026         556.464         190.167           0.017          -0.095          -0.255          -0.284
4355                    232.008         294.344          60.752          81.037         211.079          85.976        1246.527         512.809         193.968        1476.294         555.725         192.215          -0.099          -0.038          -0.244          -0.274
4356                    151.326         497.618         714.864           0.000           0.021           2.676        1467.909         602.508         227.374        1758.491         663.408         229.969           0.065          13.875          -0.351          -0.384
4361                      6.964          45.168          58.758         454.460         635.504         312.047        1237.213         507.502         191.401        1488.215         555.836         190.740           0.016          -0.080          -0.250          -0.282
4364                     38.443         124.634         101.270         230.885         485.399         299.878        1240.560         508.687         191.776        1491.244         558.484         192.174          -0.013          -0.041          -0.250          -0.281
4370                     46.995           1.362           0.034          79.652          88.894          27.806        1273.597         515.872         192.100        1481.381         558.196         193.264          -0.657          -0.114          -0.250          -0.277
4372                      0.384           7.272          11.435         169.629         208.755          80.388        1238.936         513.308         195.546        1489.787         561.549         194.490           0.008          -0.100          -0.248          -0.280
4374                    133.752         507.133         872.160           0.000           2.077         209.408        1457.174         595.812         223.981        1751.232         654.848         224.986           0.112          -0.040          -0.354          -0.390
4375                     33.231          53.405          28.434           4.026          30.227          35.531        1227.926         499.575         186.861        1495.406         553.691         188.347          -0.064           0.007          -0.250          -0.282
4377                      1.533          16.878          10.462         356.741         386.489          92.325        1238.703         500.421         185.854        1492.836         551.041         186.865          -0.003          -0.120          -0.252          -0.283
4384                    507.737         908.709         590.290           0.000           0.389          32.629        1490.534         600.298         222.254        1766.778         659.807         226.394          -0.083          -0.588          -0.361          -0.392
4387                      9.416          47.706          19.711         633.956        1008.995         301.224        1239.176         514.426         196.363        1477.953         561.611         196.102          -0.015          -0.078          -0.248          -0.280
4388                    383.475         251.595          52.383           7.281          29.125          24.325        1453.846         599.241         227.097        1750.945         660.561         228.982          -0.293          -0.024          -0.356          -0.392
4389                     20.276          23.665          23.470          51.561         464.676         456.064        1243.352         515.120         196.230        1487.175         560.115         193.836           0.012          -0.000          -0.250          -0.283
4390                     16.345          58.266          59.469         294.101         447.064         248.130        1235.207         512.076         195.197        1458.595         555.653         194.515           0.005          -0.066          -0.245          -0.275
4391                     12.719          13.856          13.881        1600.108        4813.599        3872.480        1239.360         516.478         197.908        1478.776         561.854         196.163           0.127          -0.015          -0.246          -0.278
4394                    223.241         423.881         301.961           3.817          38.551         100.339        1479.378         601.502         224.844        1781.034         665.954         228.788          -0.073           0.106          -0.367          -0.401
4396                      0.000           1.405          25.288         138.073         205.726          87.993        1261.332         515.474         193.680        1474.105         555.930         192.645          -0.092          -0.079          -0.251          -0.280
4403                    212.908         299.234         124.386         -26.423         -13.981          -0.095        1471.134         606.495         229.895        1788.456         671.057         231.350          -0.143          -0.295          -0.363          -0.401
4404                    494.183         473.984         116.370           4.317          23.533          25.187        1476.432         609.580         231.409        1781.853         672.703         233.359          -0.220          -0.005          -0.363          -0.399
4405                    279.552         296.373         115.142         143.623         263.148         139.996        1448.873         611.954         237.685        1749.847         672.237         237.331          -0.190          -0.099          -0.356          -0.394
4408                      2.904          20.798          10.348          53.548          71.182          26.354        1251.294         523.369         201.291        1484.528         564.881         197.516          -0.008          -0.094          -0.247          -0.280
4409                     16.469          21.014           6.317         301.982         301.598          73.433        1289.041         529.410         199.909        1488.939         567.813         198.984          -0.102          -0.133          -0.251          -0.280
4411                    481.238         450.484         128.606           1.400           7.817          11.389        1433.350         612.788         240.934        1748.613         678.564         242.008          -0.220           0.029          -0.348          -0.388
4412                    251.345         232.325          75.257           7.990          45.836          48.867        1423.634         606.335         237.490        1721.461         666.442         237.116          -0.213          -0.004          -0.343          -0.381
4417                      0.352          12.292          17.907         198.655         244.183          88.277        1257.638         532.249         207.145        1508.543         578.923         204.169           0.002          -0.106          -0.249          -0.283
4418                    145.916          82.530          13.511          16.306          46.595          10.183        1420.898         613.757         243.830        1748.969         679.963         242.960          -0.331          -0.066          -0.345          -0.387
4420                      0.000           0.264           7.222          98.055         113.792          23.144        1254.511         528.128         204.451        1499.800         577.527         204.375          -0.820          -0.114          -0.247          -0.279
4422                     19.033          18.851           6.814          47.746          53.140          13.090        1240.076         529.544         207.961        1514.879         581.854         205.380          -0.130          -0.120          -0.244          -0.280
4426                     36.974         130.400          30.945         421.392         749.485         154.270        1250.660         538.028         212.871        1523.658         591.738         211.211          -0.027          -0.069          -0.243          -0.277
4428                    426.297         869.454         298.765          69.070         365.728         258.823        1437.625         617.569         243.987        1774.240         686.268         243.953          -0.095          -0.021          -0.340          -0.381
4431                     35.816          39.317          16.557        1770.083        1299.001         258.349        1259.405         534.269         208.431        1530.461         586.913         206.837          -0.113          -0.181          -0.247          -0.281
4433                      0.000           4.018           3.830        1070.396         484.377          27.576        1278.792         539.867         209.589        1524.753         588.414         208.684          -2.191          -0.256          -0.252          -0.284
4438                    100.914         175.853         140.028           0.240          13.348          71.819        1480.574         629.787         246.361        1819.159         700.494         247.887          -0.062           0.084          -0.350          -0.389
4443                    310.849         340.820          95.237           1.325          22.304          36.773        1462.132         624.366         245.199        1805.339         698.334         248.255          -0.191           0.010          -0.349          -0.388
4444                     46.950          46.512          20.922           0.182           3.480           9.901        1464.679         624.532         244.900        1796.219         694.206         246.573          -0.191           0.058          -0.351          -0.390
4445                     46.950          46.512          20.922           0.182           3.480           9.901        1464.679         624.532         244.900        1796.219         694.206         246.573           0.108          11.812          -0.348          -0.392
4447                     11.711          15.824           2.564          76.881          45.471          12.707        1290.776         539.716         207.514        1527.575         585.738         206.398          -0.094          -0.212          -0.247          -0.278
4448                     14.203         123.467         123.962         501.049        1638.147         933.373        1285.157         542.000         210.201        1540.737         591.694         208.820           0.000          -0.026          -0.252          -0.285
4449                      0.000           3.811          37.149         288.187         416.267         189.733        1280.302         542.324         211.256        1531.095         589.670         208.705          -0.021          -0.081          -0.246          -0.279
4451                    106.204         192.911          26.657           2.577          10.178          11.456        1485.734         626.768         243.145        1785.763         688.759         244.136          -0.109           0.003          -0.345          -0.382
4452                    307.466         302.712          91.451           4.829          60.360          60.193        1495.981         631.790         245.366        1818.306         701.357         248.618          -0.208          -0.003          -0.351          -0.388
4453                    140.633         119.751          28.431          -0.000          -0.000          -0.007        1493.827         631.435         245.446        1824.805         702.737         248.705          -0.241         918.220          -0.352          -0.390
4454                    217.484         286.647         130.243           3.846          32.427          55.506        1466.338         622.765         243.235        1790.530         690.403         244.649          -0.142           0.033          -0.344          -0.383
4455                     12.394          59.719          44.396         122.470         251.414         126.083        1284.213         544.925         212.640        1507.824         587.282         210.231          -0.010          -0.051          -0.246          -0.276
4456                     48.316          21.455           6.468         710.616        1321.098         938.777        1266.239         540.255         211.985        1517.364         588.644         209.873          -0.264          -0.040          -0.246          -0.279
4458                     29.531          26.448          21.804         208.748         447.536         369.208        1247.382         538.159         213.538        1496.233         585.506         210.587          -0.030          -0.020          -0.238          -0.272
4459                      6.765          17.238          14.218          19.322          38.700          27.858        1245.637         537.940         213.664        1486.295         581.899         209.392          -0.015          -0.033          -0.235          -0.269
4461                    226.896         722.239         313.400          21.578          74.655          49.506        1462.031         623.896         244.845        1758.515         684.718         245.036          -0.055          -0.040          -0.349          -0.386
4462                      1.940          24.809          23.766         189.777         359.926         132.015        1262.627         538.494         211.208        1495.445         581.653         207.925          -0.000          -0.062          -0.243          -0.276
4465                     17.973          99.062          75.783         217.675         496.076         282.931        1245.909         537.386         213.176        1500.690         584.058         208.916          -0.008          -0.040          -0.237          -0.272
4468                      0.000           2.935          10.079         397.579         247.198          47.230        1233.820         539.564         217.031        1496.499         585.106         210.260          -0.089          -0.204          -0.234          -0.271
4470                     11.930         100.934         115.649          38.822         163.987         175.400        1272.795         541.065         211.521        1477.447         575.524         206.048           0.005           0.007          -0.241          -0.272
